,claim_status,video_duration_sec,video_transcription_text,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count,text_length,verified_status_verified,author_ban_status_banned,author_ban_status_under review
14968,0,29,my family's thinking is that a snail can sleep for three years,2121.0,286.0,110.0,0.0,0.0,62,False,False,False
17174,0,27,i can say that you can fit about 400 grapevines in one acre of land,1808.0,668.0,206.0,14.0,1.0,67,False,False,False
792,1,8,the news told me someone revealed that violin bows are made from horsehair,769936.0,132411.0,25776.0,821.0,174.0,74,False,False,False
16661,0,16,my colleagues' position is that dogs can understand up to 250 hand gestures and words,676.0,34.0,11.0,1.0,0.0,85,False,False,False
7108,1,40,a colleague read  on a website that it would take 258 earth days to drive around one of saturn’s rings at a speed of 75 mph,795092.0,513899.0,14995.0,7691.0,2606.0,123,False,False,False
13617,0,55,my friends' view is that the french scrabble world champion winner doesn’t speak french,9306.0,170.0,43.0,3.0,1.0,87,False,False,False
8142,1,16,i discovered a story mentioning that 1 billion cars are currently in use around the world,411118.0,118634.0,28576.0,2348.0,40.0,89,False,False,False
12238,0,20,my hypothesis is that a modern formula 1 racing car can drive upside down in a tunnel at 120mph,6189.0,2743.0,778.0,12.0,1.0,95,False,False,False
10816,0,5,my colleagues think that the longest commercial flight in history took around 30 hours,6607.0,2813.0,961.0,26.0,5.0,86,False,False,False
13373,0,58,our hypothesis is that mars has running water,4372.0,1881.0,124.0,35.0,9.0,45,False,False,False
8949,1,11,someone discovered on tv a claim that about half of the world's population can access the web via a mobile device,270764.0,19647.0,2199.0,147.0,79.0,113,False,False,False
12417,0,10,our view is that a modern formula 1 racing car can drive upside down in a tunnel at 120mph,1792.0,368.0,13.0,1.0,0.0,90,False,False,False
14325,0,37,my friends' position is that alaska is the only u.s. state whose name can be typed on a single row on the american standard keyboard,2628.0,916.0,340.0,22.0,7.0,132,False,False,False
3570,1,30,someone learned  from the news that the first commercial airplane flight lasted 23 minutes,101829.0,9818.0,969.0,37.0,24.0,90,False,True,False
7118,1,11,a colleague read  on a website that sneezing while traveling at 60 mph makes you close your eyes for 50 feet,422316.0,104763.0,7786.0,2534.0,1518.0,108,False,False,False
11822,0,42,"my feeling is that cows have ""best friends"" and will get stressed when separated",4031.0,406.0,50.0,7.0,0.0,80,False,False,False
11022,0,55,"my colleagues understand that your heart beats 100,000 times a day",6423.0,494.0,13.0,12.0,4.0,66,False,False,False
12236,0,28,my hypothesis is that 90% of goods are shipped by ocean freight,7136.0,1682.0,580.0,22.0,4.0,63,True,False,False
22,1,52,"someone shared with me that about once a year, an asteroid the size of a car enters earth’s atmosphere",60096.0,34245.0,11345.0,219.0,77.0,102,False,True,False
7209,1,60,a colleague read  in the news that the biggest passenger bus in the world operates in brazil,886434.0,239270.0,95499.0,162.0,7.0,92,False,False,True
6211,1,9,"a colleague learned  on social media that the largest prime number has 17,425,170 digits",746054.0,298085.0,3138.0,1490.0,811.0,88,False,False,False
18455,0,17,my colleagues are willing to bet that some sharks can glow in the dark,8074.0,2233.0,486.0,17.0,5.0,70,True,False,False
10820,0,26,my colleagues think that there are currently over 300 cruise ships operating around the world,1864.0,494.0,35.0,3.0,1.0,93,False,False,False
7656,1,44,someone read a report mentioning that half of retail purchases are now made through a mobile device,288890.0,167123.0,24831.0,2139.0,264.0,99,False,False,False
11644,0,44,my understanding is that lightning strikes somewhere on earth about 100 times every second,8666.0,1908.0,644.0,40.0,9.0,90,True,False,False
9733,0,16,i believe that it takes an average of 364 licks to get to the center of a lollipop,2761.0,932.0,1.0,8.0,2.0,82,False,False,False
11089,0,54,my colleagues feel that 1 in 3 people have never used the internet,9098.0,493.0,162.0,9.0,0.0,66,False,False,False
14204,0,25,my friends' sentiment is that bees can fly higher than mount everest,2322.0,766.0,31.0,7.0,2.0,68,True,False,False
11210,0,35,my point of view is that mars has running water,7411.0,3284.0,551.0,42.0,4.0,47,False,False,False
10452,0,26,my friends think that new zealanders have more pets per household than any other country,9123.0,1123.0,403.0,1.0,0.0,88,True,False,False
10415,0,36,my friends think that the longest recorded cricket match lasted 14 days,9853.0,3238.0,1149.0,8.0,0.0,71,False,False,False
6291,1,13,a colleague learned  in a discussion board that baby spiders are called spiderlings,244969.0,45633.0,16413.0,467.0,106.0,83,False,False,False
9399,1,9,"a colleague discovered on the news a claim that one type of parrot, kea parrots, laugh together when they're in a good mood",178632.0,49415.0,19760.0,554.0,159.0,123,False,True,False
6321,1,57,a colleague learned  in a discussion board a claim that evidence from seymour island suggest that penguins were once 6 ft tall,526235.0,267015.0,58853.0,4325.0,2151.0,126,False,False,False
5058,1,48,i learned  from the news a claim that baby spiders are called spiderlings,100934.0,24414.0,7571.0,110.0,9.0,73,False,False,True
17476,0,15,i am willing to say that strawberries are the only known fruit to grow their seeds externally,9348.0,1342.0,160.0,28.0,10.0,93,False,False,False
8846,1,39,someone discovered on the news that more people speak english as their second language than those who use it as their primary language,2058.0,681.0,93.0,17.0,1.0,134,False,False,False
10794,0,43,my colleagues think that gross domestic product (gdp) is the best financial indicator of a country's overall trade potential,8355.0,223.0,81.0,3.0,0.0,124,False,True,False
9936,0,32,i feel that neptune’s winds are the fastest in the solar system,7271.0,2222.0,167.0,34.0,8.0,63,False,False,False
10022,0,30,my family thinks that mercury & venus are the only 2 planets in our solar system that have no moons,4332.0,1616.0,624.0,13.0,2.0,99,False,False,False
4076,1,53,someone read  in a discussion board that insects are attracted to light because of the moon,319977.0,195170.0,39293.0,1388.0,310.0,91,False,True,False
8647,1,29,a friend discovered on tv that sputnik was the first artificial satellite in space,110191.0,27949.0,3790.0,559.0,47.0,82,False,True,False
16566,0,29,my colleagues' sentiment is that it is illegal to waste food in french supermarkets,5410.0,2315.0,622.0,53.0,20.0,83,False,False,False
15883,0,11,my colleagues' view is that humans will live on mars by 2035,1587.0,642.0,236.0,14.0,1.0,60,False,False,False
7321,1,49,a colleague read  in the media that the average american spends time totalling 2.5 days annually looking for lost items,949207.0,192240.0,21274.0,1342.0,124.0,119,False,False,False
14701,0,57,my family's point of view is that the human brain uses 20% of the body's oxygen,7034.0,1306.0,502.0,20.0,7.0,79,False,False,False
3015,1,48,a friend read  in the media a claim that triskaidekaphobia is the fear of the number 13,802149.0,36695.0,4685.0,364.0,79.0,87,False,False,False
7284,1,30,a colleague read  in the media that iceland is growing 5 centimeters per year,569868.0,153478.0,45878.0,3359.0,1272.0,77,False,False,False
11930,0,17,my sentiment is that sloths can hold their breaths longer than dolphins,8334.0,832.0,107.0,12.0,2.0,71,False,False,False
18506,0,10,my colleagues are willing to bet that redwoods are the tallest trees,2566.0,358.0,38.0,1.0,0.0,68,False,False,False
16306,0,35,my colleagues' understanding is that around 50% of the mined gold on earth comes from one source,8190.0,1626.0,547.0,26.0,0.0,96,False,False,False
14723,0,21,my family's view is that 90% of drivers admit to singing in the car,2018.0,279.0,41.0,4.0,1.0,67,False,False,False
10682,0,27,my friends feel that there are more microorganisms in one teaspoon of soil than people on the planet,6694.0,2196.0,4.0,13.0,2.0,100,False,False,False
1999,1,44,a friend learned  in a discussion board a claim that the eiffel tower gets taller during the summer,391174.0,23682.0,2474.0,81.0,20.0,99,False,True,False
6176,1,35,a colleague learned  on social media that canada has the most lakes in the world,408511.0,82920.0,8852.0,1813.0,1077.0,80,False,False,False
8965,1,6,someone discovered on tv a claim that artificial banana flavoring is based on an extinct banana type,844106.0,475426.0,162187.0,5768.0,1914.0,100,False,False,False
14108,0,11,my friends' feeling is that humans have jumped further than horses in the olympics,1752.0,742.0,146.0,13.0,1.0,82,False,False,False
4331,1,60,someone read  in the media that one-third of the world’s airports are located in the u.s.,243860.0,102383.0,25376.0,1771.0,1013.0,89,False,False,False
9835,0,7,i understand that it is illegal to waste food in french supermarkets,5580.0,1984.0,778.0,2.0,0.0,68,False,False,False
8066,1,19,i encountered a story mentioning that it would take a 50 petabyte drive to store every written work ever created,878342.0,44227.0,13084.0,145.0,34.0,112,False,True,False
3665,1,20,someone learned  from the media that cats can't taste sweet flavors,237008.0,85308.0,3748.0,472.0,141.0,67,False,False,False
10252,0,42,my family understands that there are fewer stars in the sky than there are trees on earth,1894.0,207.0,44.0,1.0,0.0,89,False,False,False
5730,1,38,i read  in the news that captive ravens can speak better than parrots,443254.0,144062.0,49517.0,232.0,140.0,69,False,False,False
15199,0,19,my family's impression is that the largest recorded snowflake was 15 inches wide,2540.0,479.0,191.0,6.0,2.0,80,True,False,False
3560,1,27,someone learned  from the news that avocados never ripen while they are still attached to the tree,755435.0,194627.0,32197.0,508.0,271.0,98,False,False,True
1244,1,17,a colleague reported the media discovered sea otters are born unable to swim,19969.0,12981.0,4578.0,188.0,4.0,76,False,False,True
8111,1,33,"i encountered a story claiming that the city with the largest bus network in the world is jakarta, indonesia",257123.0,40345.0,14544.0,363.0,179.0,108,False,False,False
1232,1,29,a colleague reported the media discovered typing keyboards were previously arranged alphabetically,490526.0,201536.0,56663.0,2712.0,1728.0,98,False,False,False
7934,1,42,someone discovered a report claiming that new parents lose around 750 hours of sleep in the first year of their first child’s life,973812.0,69394.0,8202.0,541.0,110.0,130,False,False,True
7351,1,28,a colleague read  in the media a claim that the pupil of a goat is rectangular,242321.0,146132.0,9175.0,3159.0,2092.0,78,False,False,False
7087,1,25,a colleague read  in a discussion board a claim that there are 366 dimples on a regulation golf ball,417050.0,265930.0,15794.0,1563.0,562.0,100,False,True,False
14597,0,42,my friends' hypothesis is that human eyeballs do not grow or change their size as they age,525.0,199.0,14.0,4.0,1.0,90,False,False,False
10936,0,12,my colleagues believe that antarctica is the only continent without any reptiles or snakes,7704.0,213.0,85.0,3.0,0.0,90,False,False,False
18613,0,39,my friends are convinced  that the number of businesses allowing employees to bring pets to the workplace has grown by 6% worldwide,4985.0,2185.0,361.0,8.0,2.0,131,True,False,False
3576,1,22,someone learned  from the news that playing dance music helps ward off mosquitoes,768312.0,338861.0,42150.0,3270.0,882.0,81,False,False,False
17234,0,6,my friends tell me that armadillos have bulletproof shells,5916.0,2261.0,596.0,31.0,10.0,58,False,False,False
3664,1,43,someone learned  from the media that cold water is just as cleansing as hot water,522448.0,160323.0,57387.0,3522.0,1604.0,81,False,True,False
15922,0,57,my colleagues' view is that jupiter has the most moons,2341.0,600.0,10.0,5.0,0.0,54,False,False,False
17651,0,17,i am willing to bet that humans physically cannot hum while holding your nose,948.0,309.0,61.0,8.0,2.0,77,True,False,False
9063,1,17,i discovered on the news that the oldest playable musical instruments were found in china,735726.0,178360.0,23033.0,813.0,21.0,89,False,False,False
13165,0,14,our reasoning is that austrian physicist erwin schrödinger was allergic to cats,6353.0,1944.0,583.0,34.0,1.0,79,False,False,False
